date_string,eur_to_usd,gbp_to_usd
"Wednesday, Jun 29, 2005",1.808,1.2101
"Thursday, Jun 30, 2005",1.793,1.2098
"Friday, Jul 01, 2005",1.7708,1.1957
"Monday, Jul 04, 2005",,
"Tuesday, Jul 05, 2005",1.757,1.1917
"Wednesday, Jul 06, 2005",1.7583,1.1918
"Thursday, Jul 07, 2005",1.7418,1.1928
"Friday, Jul 08, 2005",1.736,1.1934
"Monday, Jul 11, 2005",1.7563,1.2066
"Tuesday, Jul 12, 2005",1.7753,1.22
"Wednesday, Jul 13, 2005",1.7554,1.209
"Thursday, Jul 14, 2005",1.7585,1.2089
"Friday, Jul 15, 2005",1.7533,1.2037
"Monday, Jul 18, 2005",1.7523,1.2077
"Tuesday, Jul 19, 2005",1.7364,1.2001
"Wednesday, Jul 20, 2005",1.7303,1.2046
"Thursday, Jul 21, 2005",1.7471,1.2113
"Friday, Jul 22, 2005",1.7413,1.2079
"Monday, Jul 25, 2005",1.7455,1.2054
"Tuesday, Jul 26, 2005",1.7415,1.2007
"Wednesday, Jul 27, 2005",1.7438,1.2048
"Thursday, Jul 28, 2005",1.7547,1.2121
"Friday, Jul 29, 2005",1.7593,1.2129
"Monday, Aug 01, 2005",1.7695,1.2195
"Tuesday, Aug 02, 2005",1.7728,1.2209
"Wednesday, Aug 03, 2005",1.7808,1.2337
"Thursday, Aug 04, 2005",1.7797,1.2383
"Friday, Aug 05, 2005",1.7748,1.2327
"Monday, Aug 08, 2005",1.7863,1.2361
"Tuesday, Aug 09, 2005",1.7844,1.2347
"Wednesday, Aug 10, 2005",1.7922,1.2345
"Thursday, Aug 11, 2005",1.8071,1.2434
"Friday, Aug 12, 2005",1.8148,1.2428
"Monday, Aug 15, 2005",1.8088,1.2362
"Tuesday, Aug 16, 2005",1.8096,1.2342
"Wednesday, Aug 17, 2005",1.8076,1.229
"Thursday, Aug 18, 2005",1.7949,1.2178
"Friday, Aug 19, 2005",1.7933,1.2147
"Monday, Aug 22, 2005",1.8022,1.2235
"Tuesday, Aug 23, 2005",1.7996,1.2213
"Wednesday, Aug 24, 2005",1.7965,1.2239
"Thursday, Aug 25, 2005",1.8045,1.2311
"Friday, Aug 26, 2005",1.8066,1.2324
"Monday, Aug 29, 2005",1.8006,1.2248
"Tuesday, Aug 30, 2005",1.784,1.2204
"Wednesday, Aug 31, 2005",1.8012,1.233
"Thursday, Sep 01, 2005",1.8279,1.2447
"Friday, Sep 02, 2005",1.8403,1.2538
"Monday, Sep 05, 2005",,
"Tuesday, Sep 06, 2005",1.842,1.2483
"Wednesday, Sep 07, 2005",1.8394,1.2439
"Thursday, Sep 08, 2005",1.8388,1.24
"Friday, Sep 09, 2005",1.84,1.2433
"Monday, Sep 12, 2005",1.8236,1.2288
"Tuesday, Sep 13, 2005",1.8214,1.2263
"Wednesday, Sep 14, 2005",1.8244,1.2282
"Thursday, Sep 15, 2005",1.8069,1.2216
"Friday, Sep 16, 2005",1.8035,1.2214
"Monday, Sep 19, 2005",1.8041,1.2153
"Tuesday, Sep 20, 2005",1.8046,1.2177
"Wednesday, Sep 21, 2005",1.8097,1.2208
"Thursday, Sep 22, 2005",1.7917,1.2153
"Friday, Sep 23, 2005",1.7788,1.2077
"Monday, Sep 26, 2005",1.7746,1.2036
"Tuesday, Sep 27, 2005",1.7677,1.2011
"Wednesday, Sep 28, 2005",1.7639,1.2016
"Thursday, Sep 29, 2005",1.762,1.202
"Friday, Sep 30, 2005",1.7696,1.2058
"Monday, Oct 03, 2005",1.7558,1.1914
"Tuesday, Oct 04, 2005",1.7587,1.1918
"Wednesday, Oct 05, 2005",1.7655,1.1984
"Thursday, Oct 06, 2005",1.7728,1.2133
"Friday, Oct 07, 2005",1.7599,1.2115
"Monday, Oct 10, 2005",,
"Tuesday, Oct 11, 2005",1.7489,1.2015
"Wednesday, Oct 12, 2005",1.7532,1.204
"Thursday, Oct 13, 2005",1.7484,1.1938
"Friday, Oct 14, 2005",1.7677,1.2073
"Monday, Oct 17, 2005",1.7553,1.204
"Tuesday, Oct 18, 2005",1.7487,1.1939
"Wednesday, Oct 19, 2005",1.7627,1.1988
"Thursday, Oct 20, 2005",1.7712,1.1982
"Friday, Oct 21, 2005",1.7692,1.1958
"Monday, Oct 24, 2005",1.7711,1.1998
"Tuesday, Oct 25, 2005",1.7855,1.2099
"Wednesday, Oct 26, 2005",1.7766,1.2082
"Thursday, Oct 27, 2005",1.7836,1.2148
"Friday, Oct 28, 2005",1.7781,1.2089
"Monday, Oct 31, 2005",1.7689,1.1995
"Tuesday, Nov 01, 2005",1.763,1.1998
"Wednesday, Nov 02, 2005",1.7755,1.2067
"Thursday, Nov 03, 2005",1.772,1.1971
"Friday, Nov 04, 2005",1.751,1.1828
"Monday, Nov 07, 2005",1.744,1.1795
"Tuesday, Nov 08, 2005",1.7415,1.1773
"Wednesday, Nov 09, 2005",1.7415,1.1748
"Thursday, Nov 10, 2005",1.7462,1.174
"Friday, Nov 11, 2005",,
"Monday, Nov 14, 2005",1.7349,1.1667
"Tuesday, Nov 15, 2005",1.7366,1.1695
"Wednesday, Nov 16, 2005",1.7166,1.1672
"Thursday, Nov 17, 2005",1.719,1.1706
"Friday, Nov 18, 2005",1.7147,1.1741
"Monday, Nov 21, 2005",1.7165,1.1734
"Tuesday, Nov 22, 2005",1.7138,1.1737
"Wednesday, Nov 23, 2005",1.7214,1.1799
"Thursday, Nov 24, 2005",,
"Friday, Nov 25, 2005",1.7155,1.1724
"Monday, Nov 28, 2005",1.7221,1.1804
"Tuesday, Nov 29, 2005",1.7203,1.1786
"Wednesday, Nov 30, 2005",1.7321,1.179
"Thursday, Dec 01, 2005",1.729,1.1702
"Friday, Dec 02, 2005",1.7304,1.1699
"Monday, Dec 05, 2005",1.7397,1.1787
"Tuesday, Dec 06, 2005",1.7402,1.1784
"Wednesday, Dec 07, 2005",1.735,1.1722
"Thursday, Dec 08, 2005",1.7514,1.183
"Friday, Dec 09, 2005",1.7554,1.1824
"Monday, Dec 12, 2005",1.774,1.1969
"Tuesday, Dec 13, 2005",1.7674,1.1926
"Wednesday, Dec 14, 2005",1.7739,1.2041
"Thursday, Dec 15, 2005",1.7648,1.1965
"Friday, Dec 16, 2005",1.7716,1.2012
"Monday, Dec 19, 2005",1.7641,1.1996
"Tuesday, Dec 20, 2005",1.7544,1.1848
"Wednesday, Dec 21, 2005",1.7402,1.1816
"Thursday, Dec 22, 2005",1.7395,1.1883
"Friday, Dec 23, 2005",1.7326,1.1857
"Monday, Dec 26, 2005",,
"Tuesday, Dec 27, 2005",1.7308,1.1856
"Wednesday, Dec 28, 2005",1.7226,1.1875
"Thursday, Dec 29, 2005",1.7261,1.1846
"Friday, Dec 30, 2005",1.7188,1.1842
"Monday, Jan 02, 2006",,
"Tuesday, Jan 03, 2006",1.7404,1.198
"Wednesday, Jan 04, 2006",1.7588,1.2091
"Thursday, Jan 05, 2006",1.7566,1.2101
"Friday, Jan 06, 2006",1.7697,1.2148
"Monday, Jan 09, 2006",1.7645,1.2064
"Tuesday, Jan 10, 2006",1.7645,1.2063
"Wednesday, Jan 11, 2006",1.7643,1.2135
"Thursday, Jan 12, 2006",1.7612,1.2035
"Friday, Jan 13, 2006",1.7715,1.2103
"Monday, Jan 16, 2006",,
"Tuesday, Jan 17, 2006",1.7628,1.2073
"Wednesday, Jan 18, 2006",1.7622,1.2083
"Thursday, Jan 19, 2006",1.7618,1.211
"Friday, Jan 20, 2006",1.7663,1.2101
"Monday, Jan 23, 2006",1.7842,1.2276
"Tuesday, Jan 24, 2006",1.7885,1.2287
"Wednesday, Jan 25, 2006",1.7874,1.2252
"Thursday, Jan 26, 2006",1.783,1.2229
"Friday, Jan 27, 2006",1.7733,1.213
"Monday, Jan 30, 2006",1.7688,1.2091
"Tuesday, Jan 31, 2006",1.782,1.2158
"Wednesday, Feb 01, 2006",1.7781,1.2092
"Thursday, Feb 02, 2006",1.7807,1.21
"Friday, Feb 03, 2006",1.7626,1.2021
"Monday, Feb 06, 2006",1.7462,1.1971
"Tuesday, Feb 07, 2006",1.7444,1.1974
"Wednesday, Feb 08, 2006",1.7405,1.1935
"Thursday, Feb 09, 2006",1.7411,1.1963
"Friday, Feb 10, 2006",1.7454,1.192
"Monday, Feb 13, 2006",1.7438,1.1905
"Tuesday, Feb 14, 2006",1.7343,1.1895
"Wednesday, Feb 15, 2006",1.7401,1.1884
"Thursday, Feb 16, 2006",1.7354,1.1882
"Friday, Feb 17, 2006",1.7403,1.1906
"Monday, Feb 20, 2006",,
"Tuesday, Feb 21, 2006",1.7447,1.1912
"Wednesday, Feb 22, 2006",1.7425,1.1905
"Thursday, Feb 23, 2006",1.7522,1.1923
"Friday, Feb 24, 2006",1.7448,1.1882
"Monday, Feb 27, 2006",1.7409,1.186
"Tuesday, Feb 28, 2006",1.7539,1.1925
"Wednesday, Mar 01, 2006",1.7473,1.1899
"Thursday, Mar 02, 2006",1.7493,1.2003
"Friday, Mar 03, 2006",1.7531,1.2028
"Monday, Mar 06, 2006",1.7492,1.2002
"Tuesday, Mar 07, 2006",1.7362,1.1888
"Wednesday, Mar 08, 2006",1.7359,1.1914
"Thursday, Mar 09, 2006",1.7366,1.192
"Friday, Mar 10, 2006",1.7256,1.1886
"Monday, Mar 13, 2006",1.731,1.1942
"Tuesday, Mar 14, 2006",1.7479,1.2025
"Wednesday, Mar 15, 2006",1.746,1.2045
"Thursday, Mar 16, 2006",1.7552,1.2151
"Friday, Mar 17, 2006",1.7567,1.2197
"Monday, Mar 20, 2006",1.7563,1.2168
"Tuesday, Mar 21, 2006",1.7459,1.2079
"Wednesday, Mar 22, 2006",1.7483,1.2095
"Thursday, Mar 23, 2006",1.7367,1.1984
"Friday, Mar 24, 2006",1.7427,1.2034
"Monday, Mar 27, 2006",1.747,1.2015
"Tuesday, Mar 28, 2006",1.7497,1.2078
"Wednesday, Mar 29, 2006",1.7356,1.203
"Thursday, Mar 30, 2006",1.7448,1.2132
"Friday, Mar 31, 2006",1.7393,1.2139
"Monday, Apr 03, 2006",1.7389,1.2124
"Tuesday, Apr 04, 2006",1.7559,1.2258
"Wednesday, Apr 05, 2006",1.7497,1.2272
"Thursday, Apr 06, 2006",1.7504,1.2216
"Friday, Apr 07, 2006",1.7407,1.2109
"Monday, Apr 10, 2006",1.7405,1.2091
"Tuesday, Apr 11, 2006",1.7467,1.2125
"Wednesday, Apr 12, 2006",1.7508,1.2107
"Thursday, Apr 13, 2006",1.7529,1.2107
"Friday, Apr 14, 2006",1.751,1.2106
"Monday, Apr 17, 2006",1.7716,1.2267
"Tuesday, Apr 18, 2006",1.7762,1.2274
"Wednesday, Apr 19, 2006",1.7895,1.2345
"Thursday, Apr 20, 2006",1.7801,1.2326
"Friday, Apr 21, 2006",1.7817,1.234
"Monday, Apr 24, 2006",1.7839,1.2373
"Tuesday, Apr 25, 2006",1.7876,1.2412
"Wednesday, Apr 26, 2006",1.7897,1.2464
"Thursday, Apr 27, 2006",1.8011,1.2525
"Friday, Apr 28, 2006",1.822,1.2624
"Monday, May 01, 2006",1.8286,1.2607
"Tuesday, May 02, 2006",1.8397,1.2644
"Wednesday, May 03, 2006",1.8446,1.2639
"Thursday, May 04, 2006",1.8485,1.2684
"Friday, May 05, 2006",1.8588,1.2733
"Monday, May 08, 2006",1.8584,1.272
"Tuesday, May 09, 2006",1.8632,1.2747
"Wednesday, May 10, 2006",1.8648,1.2799
"Thursday, May 11, 2006",1.8842,1.2855
"Friday, May 12, 2006",1.8911,1.2888
"Monday, May 15, 2006",1.8836,1.2826
"Tuesday, May 16, 2006",1.8819,1.2817
"Wednesday, May 17, 2006",1.882,1.2722
"Thursday, May 18, 2006",1.8878,1.2795
"Friday, May 19, 2006",1.8755,1.275
"Monday, May 22, 2006",1.8861,1.285
"Tuesday, May 23, 2006",1.8809,1.2844
"Wednesday, May 24, 2006",1.8678,1.2747
"Thursday, May 25, 2006",1.8719,1.2777
"Friday, May 26, 2006",1.8566,1.2739
"Monday, May 29, 2006",,
"Tuesday, May 30, 2006",1.8825,1.2868
"Wednesday, May 31, 2006",1.8732,1.2833
"Thursday, Jun 01, 2006",1.8686,1.2824
"Friday, Jun 02, 2006",1.8817,1.2912
"Monday, Jun 05, 2006",1.8786,1.2953
"Tuesday, Jun 06, 2006",1.8608,1.2828
"Wednesday, Jun 07, 2006",1.8585,1.2799
"Thursday, Jun 08, 2006",1.8425,1.2648
"Friday, Jun 09, 2006",1.8426,1.2636
"Monday, Jun 12, 2006",1.844,1.2587
"Tuesday, Jun 13, 2006",1.8398,1.2574
"Wednesday, Jun 14, 2006",1.8491,1.2631
"Thursday, Jun 15, 2006",1.8477,1.2616
"Friday, Jun 16, 2006",1.8484,1.2623
"Monday, Jun 19, 2006",1.8401,1.2577
"Tuesday, Jun 20, 2006",1.8399,1.2568
"Wednesday, Jun 21, 2006",1.846,1.2665
"Thursday, Jun 22, 2006",1.8306,1.2582
"Friday, Jun 23, 2006",1.8204,1.2522
"Monday, Jun 26, 2006",1.819,1.2554
"Tuesday, Jun 27, 2006",1.8237,1.2589
"Wednesday, Jun 28, 2006",1.8159,1.2532
"Thursday, Jun 29, 2006",1.8108,1.2534
"Friday, Jun 30, 2006",1.8491,1.2779
"Monday, Jul 03, 2006",1.841,1.2793
"Tuesday, Jul 04, 2006",,
"Wednesday, Jul 05, 2006",1.8342,1.2726
"Thursday, Jul 06, 2006",1.8376,1.2757
"Friday, Jul 07, 2006",1.8513,1.2822
"Monday, Jul 10, 2006",1.842,1.2751
"Tuesday, Jul 11, 2006",1.8431,1.2754
"Wednesday, Jul 12, 2006",1.8347,1.2706
"Thursday, Jul 13, 2006",1.8404,1.2673
"Friday, Jul 14, 2006",1.8364,1.2641
"Monday, Jul 17, 2006",1.8203,1.2529
"Tuesday, Jul 18, 2006",1.8271,1.25
"Wednesday, Jul 19, 2006",1.8377,1.256
"Thursday, Jul 20, 2006",1.8495,1.2639
"Friday, Jul 21, 2006",1.8586,1.2684
"Monday, Jul 24, 2006",1.8492,1.263
"Tuesday, Jul 25, 2006",1.8407,1.2576
"Wednesday, Jul 26, 2006",1.8474,1.2628
"Thursday, Jul 27, 2006",1.8627,1.2732
"Friday, Jul 28, 2006",1.8645,1.2748
"Monday, Jul 31, 2006",1.8685,1.2764
"Tuesday, Aug 01, 2006",1.8711,1.2778
"Wednesday, Aug 02, 2006",1.8781,1.2798
"Thursday, Aug 03, 2006",1.8847,1.2779
"Friday, Aug 04, 2006",1.9098,1.2894
"Monday, Aug 07, 2006",1.9102,1.2867
"Tuesday, Aug 08, 2006",1.9077,1.2839
"Wednesday, Aug 09, 2006",1.9089,1.2888
"Thursday, Aug 10, 2006",1.8888,1.2765
"Friday, Aug 11, 2006",1.8952,1.2757
"Monday, Aug 14, 2006",1.8902,1.2735
"Tuesday, Aug 15, 2006",1.8948,1.2788
"Wednesday, Aug 16, 2006",1.8999,1.2864
"Thursday, Aug 17, 2006",1.894,1.287
"Friday, Aug 18, 2006",1.8808,1.281
"Monday, Aug 21, 2006",1.8968,1.2914
"Tuesday, Aug 22, 2006",1.8881,1.2804
"Wednesday, Aug 23, 2006",1.8929,1.2794
"Thursday, Aug 24, 2006",1.8884,1.276
"Friday, Aug 25, 2006",1.8884,1.2767
"Monday, Aug 28, 2006",1.8968,1.2784
"Tuesday, Aug 29, 2006",1.8914,1.2768
"Wednesday, Aug 30, 2006",1.9042,1.2825
"Thursday, Aug 31, 2006",1.9024,1.2793
"Friday, Sep 01, 2006",1.905,1.2833
"Monday, Sep 04, 2006",,
"Tuesday, Sep 05, 2006",1.8926,1.281
"Wednesday, Sep 06, 2006",1.881,1.2787
"Thursday, Sep 07, 2006",1.8763,1.2757
"Friday, Sep 08, 2006",1.8655,1.2673
"Monday, Sep 11, 2006",1.863,1.2699
"Tuesday, Sep 12, 2006",1.8747,1.2693
"Wednesday, Sep 13, 2006",1.8767,1.2708
"Thursday, Sep 14, 2006",1.8886,1.2736
"Friday, Sep 15, 2006",1.8783,1.2648
"Monday, Sep 18, 2006",1.8773,1.2671
"Tuesday, Sep 19, 2006",1.8828,1.2683
"Wednesday, Sep 20, 2006",1.8894,1.2701
"Thursday, Sep 21, 2006",1.897,1.273
"Friday, Sep 22, 2006",1.9012,1.2796
"Monday, Sep 25, 2006",1.9001,1.2747
"Tuesday, Sep 26, 2006",1.8954,1.2687
"Wednesday, Sep 27, 2006",1.8866,1.2699
"Thursday, Sep 28, 2006",1.8746,1.2697
"Friday, Sep 29, 2006",1.8716,1.2687
"Monday, Oct 02, 2006",1.8861,1.2744
"Tuesday, Oct 03, 2006",1.8873,1.2727
"Wednesday, Oct 04, 2006",1.8839,1.2687
"Thursday, Oct 05, 2006",1.8772,1.2687
"Friday, Oct 06, 2006",1.8712,1.26
"Monday, Oct 09, 2006",,
"Tuesday, Oct 10, 2006",1.8548,1.2541
"Wednesday, Oct 11, 2006",1.8568,1.2547
"Thursday, Oct 12, 2006",1.8558,1.2537
"Friday, Oct 13, 2006",1.8551,1.2502
"Monday, Oct 16, 2006",1.8606,1.2518
"Tuesday, Oct 17, 2006",1.8734,1.2564
"Wednesday, Oct 18, 2006",1.8675,1.2516
"Thursday, Oct 19, 2006",1.876,1.2594
"Friday, Oct 20, 2006",1.8828,1.2613
"Monday, Oct 23, 2006",1.871,1.2544
"Tuesday, Oct 24, 2006",1.8745,1.2565
"Wednesday, Oct 25, 2006",1.8772,1.2591
"Thursday, Oct 26, 2006",1.8876,1.2669
"Friday, Oct 27, 2006",1.8968,1.2725
"Monday, Oct 30, 2006",1.9025,1.2717
"Tuesday, Oct 31, 2006",1.9084,1.2773
"Wednesday, Nov 01, 2006",1.9091,1.2771
"Thursday, Nov 02, 2006",1.9088,1.278
"Friday, Nov 03, 2006",1.9011,1.2705
"Monday, Nov 06, 2006",1.8967,1.2715
"Tuesday, Nov 07, 2006",1.9098,1.2806
"Wednesday, Nov 08, 2006",1.9057,1.2775
"Thursday, Nov 09, 2006",1.9067,1.2835
"Friday, Nov 10, 2006",1.912,1.2861
"Monday, Nov 13, 2006",1.9024,1.281
"Tuesday, Nov 14, 2006",1.8946,1.2812
"Wednesday, Nov 15, 2006",1.8883,1.2808
"Thursday, Nov 16, 2006",1.8902,1.2808
"Friday, Nov 17, 2006",1.8936,1.2823
"Monday, Nov 20, 2006",1.8963,1.281
"Tuesday, Nov 21, 2006",1.8984,1.2824
"Wednesday, Nov 22, 2006",1.9145,1.2928
"Thursday, Nov 23, 2006",,
"Friday, Nov 24, 2006",1.9315,1.3081
"Monday, Nov 27, 2006",1.9368,1.312
"Tuesday, Nov 28, 2006",1.948,1.3162
"Wednesday, Nov 29, 2006",1.9492,1.3146
"Thursday, Nov 30, 2006",1.9693,1.3261
"Friday, Dec 01, 2006",1.9794,1.3316
"Monday, Dec 04, 2006",1.9788,1.3327
"Tuesday, Dec 05, 2006",1.9746,1.3327
"Wednesday, Dec 06, 2006",1.9692,1.3307
"Thursday, Dec 07, 2006",1.9628,1.3296
"Friday, Dec 08, 2006",1.9564,1.3215
"Monday, Dec 11, 2006",1.9552,1.3223
"Tuesday, Dec 12, 2006",1.9655,1.3233
"Wednesday, Dec 13, 2006",1.9663,1.3215
"Thursday, Dec 14, 2006",1.9646,1.3174
"Friday, Dec 15, 2006",1.9538,1.3095
"Monday, Dec 18, 2006",1.9458,1.3073
"Tuesday, Dec 19, 2006",1.9666,1.3194
"Wednesday, Dec 20, 2006",1.9648,1.3183
"Thursday, Dec 21, 2006",1.9622,1.3175
"Friday, Dec 22, 2006",1.957,1.3131
"Monday, Dec 25, 2006",,
"Tuesday, Dec 26, 2006",1.9568,1.3132
"Wednesday, Dec 27, 2006",1.9566,1.3125
"Thursday, Dec 28, 2006",1.9621,1.3158
"Friday, Dec 29, 2006",1.9586,1.3197
"Monday, Jan 01, 2007",,
"Tuesday, Jan 02, 2007",1.9736,1.3286
"Wednesday, Jan 03, 2007",1.9498,1.3169
"Thursday, Jan 04, 2007",1.9443,1.3094
"Friday, Jan 05, 2007",1.9305,1.3005
"Monday, Jan 08, 2007",1.9385,1.3023
"Tuesday, Jan 09, 2007",1.94,1.2995
"Wednesday, Jan 10, 2007",1.9334,1.294
"Thursday, Jan 11, 2007",1.9439,1.2904
"Friday, Jan 12, 2007",1.9577,1.2926
"Monday, Jan 15, 2007",,
"Tuesday, Jan 16, 2007",1.9605,1.2918
"Wednesday, Jan 17, 2007",1.972,1.2948
"Thursday, Jan 18, 2007",1.9715,1.2942
"Friday, Jan 19, 2007",1.9759,1.2968
"Monday, Jan 22, 2007",1.9772,1.2957
"Tuesday, Jan 23, 2007",1.9847,1.3025
"Wednesday, Jan 24, 2007",1.9675,1.2964
"Thursday, Jan 25, 2007",1.9703,1.298
"Friday, Jan 26, 2007",1.9598,1.2909
"Monday, Jan 29, 2007",1.9592,1.2948
"Tuesday, Jan 30, 2007",1.9617,1.2954
"Wednesday, Jan 31, 2007",1.9611,1.2998
"Thursday, Feb 01, 2007",1.9686,1.3021
"Friday, Feb 02, 2007",1.9662,1.296
"Monday, Feb 05, 2007",1.96,1.2933
"Tuesday, Feb 06, 2007",1.9693,1.2969
"Wednesday, Feb 07, 2007",1.9699,1.302
"Thursday, Feb 08, 2007",1.9586,1.3034
"Friday, Feb 09, 2007",1.9512,1.3005
"Monday, Feb 12, 2007",1.9474,1.2962
"Tuesday, Feb 13, 2007",1.9443,1.3024
"Wednesday, Feb 14, 2007",1.9628,1.3126
"Thursday, Feb 15, 2007",1.9532,1.314
"Friday, Feb 16, 2007",1.9499,1.3137
"Monday, Feb 19, 2007",,
"Tuesday, Feb 20, 2007",1.9547,1.3134
"Wednesday, Feb 21, 2007",1.9524,1.3126
"Thursday, Feb 22, 2007",1.9571,1.3134
"Friday, Feb 23, 2007",1.9639,1.3164
"Monday, Feb 26, 2007",1.9631,1.3159
"Tuesday, Feb 27, 2007",1.9661,1.3246
"Wednesday, Feb 28, 2007",1.9613,1.323
"Thursday, Mar 01, 2007",1.9579,1.3173
"Friday, Mar 02, 2007",1.9458,1.3182
"Monday, Mar 05, 2007",1.9235,1.3094
"Tuesday, Mar 06, 2007",1.927,1.3108
"Wednesday, Mar 07, 2007",1.9315,1.3148
"Thursday, Mar 08, 2007",1.93,1.3129
"Friday, Mar 09, 2007",1.9318,1.3118
"Monday, Mar 12, 2007",1.9291,1.3186
"Tuesday, Mar 13, 2007",1.9322,1.3199
"Wednesday, Mar 14, 2007",1.9337,1.3227
"Thursday, Mar 15, 2007",1.9365,1.3249
"Friday, Mar 16, 2007",1.9423,1.3307
"Monday, Mar 19, 2007",1.946,1.3299
"Tuesday, Mar 20, 2007",1.958,1.3291
"Wednesday, Mar 21, 2007",1.9596,1.3305
"Thursday, Mar 22, 2007",1.9672,1.3359
"Friday, Mar 23, 2007",1.9632,1.3302
"Monday, Mar 26, 2007",1.9694,1.3336
"Tuesday, Mar 27, 2007",1.9664,1.3357
"Wednesday, Mar 28, 2007",1.9611,1.3331
"Thursday, Mar 29, 2007",1.9627,1.3336
"Friday, Mar 30, 2007",1.9685,1.3374
"Monday, Apr 02, 2007",1.9786,1.3374
"Tuesday, Apr 03, 2007",1.9781,1.3363
"Wednesday, Apr 04, 2007",1.9756,1.3364
"Thursday, Apr 05, 2007",1.9708,1.3426
"Friday, Apr 06, 2007",1.9655,1.338
"Monday, Apr 09, 2007",1.9608,1.3367
"Tuesday, Apr 10, 2007",1.9718,1.3436
"Wednesday, Apr 11, 2007",1.9786,1.3436
"Thursday, Apr 12, 2007",1.9769,1.3484
"Friday, Apr 13, 2007",1.9829,1.3518
"Monday, Apr 16, 2007",1.9907,1.355
"Tuesday, Apr 17, 2007",2.0061,1.3569
"Wednesday, Apr 18, 2007",2.0041,1.3574
"Thursday, Apr 19, 2007",2.0029,1.3605
"Friday, Apr 20, 2007",2.0047,1.3601
"Monday, Apr 23, 2007",2.0017,1.358
"Tuesday, Apr 24, 2007",2.0028,1.3622
"Wednesday, Apr 25, 2007",2.0042,1.3647
"Thursday, Apr 26, 2007",1.9903,1.359
"Friday, Apr 27, 2007",1.9985,1.3625
"Monday, Apr 30, 2007",2,1.366
"Tuesday, May 01, 2007",1.9993,1.36
"Wednesday, May 02, 2007",1.991,1.3598
"Thursday, May 03, 2007",1.9878,1.3566
"Friday, May 04, 2007",1.9931,1.3587
"Monday, May 07, 2007",1.9944,1.3616
"Tuesday, May 08, 2007",1.9902,1.3532
"Wednesday, May 09, 2007",1.9963,1.3549
"Thursday, May 10, 2007",1.9833,1.3512
"Friday, May 11, 2007",1.9824,1.3519
"Monday, May 14, 2007",1.9803,1.3544
"Tuesday, May 15, 2007",1.9862,1.3603
"Wednesday, May 16, 2007",1.9774,1.3522
"Thursday, May 17, 2007",1.9748,1.3494
"Friday, May 18, 2007",1.9755,1.3511
"Monday, May 21, 2007",1.9695,1.3457
"Tuesday, May 22, 2007",1.9768,1.3464
"Wednesday, May 23, 2007",1.9879,1.3482
"Thursday, May 24, 2007",1.9852,1.3429
"Friday, May 25, 2007",1.9845,1.3452
"Monday, May 28, 2007",,
"Tuesday, May 29, 2007",1.9814,1.3483
"Wednesday, May 30, 2007",1.9747,1.3419
"Thursday, May 31, 2007",1.9797,1.3453
"Friday, Jun 01, 2007",1.9804,1.344
"Monday, Jun 04, 2007",1.9922,1.3488
"Tuesday, Jun 05, 2007",1.9941,1.3526
"Wednesday, Jun 06, 2007",1.9915,1.3492
"Thursday, Jun 07, 2007",1.9798,1.3456
"Friday, Jun 08, 2007",1.9657,1.3359
"Monday, Jun 11, 2007",1.9686,1.3359
"Tuesday, Jun 12, 2007",1.975,1.3325
"Wednesday, Jun 13, 2007",1.9728,1.3295
"Thursday, Jun 14, 2007",1.9696,1.3311
"Friday, Jun 15, 2007",1.9765,1.3365
"Monday, Jun 18, 2007",1.9822,1.3401
"Tuesday, Jun 19, 2007",1.9884,1.3416
"Wednesday, Jun 20, 2007",1.9937,1.3426
"Thursday, Jun 21, 2007",1.9924,1.3399
"Friday, Jun 22, 2007",1.9975,1.3438
"Monday, Jun 25, 2007",1.9962,1.345
"Tuesday, Jun 26, 2007",1.9997,1.3468
"Wednesday, Jun 27, 2007",1.9965,1.3433
"Thursday, Jun 28, 2007",2.0022,1.3466
"Friday, Jun 29, 2007",2.0063,1.352
"Monday, Jul 02, 2007",2.0161,1.3627
"Tuesday, Jul 03, 2007",2.0168,1.3615
"Wednesday, Jul 04, 2007",,
"Thursday, Jul 05, 2007",2.0114,1.3592
"Friday, Jul 06, 2007",2.0119,1.3626
"Monday, Jul 09, 2007",2.0166,1.3623
"Tuesday, Jul 10, 2007",2.0248,1.3714
"Wednesday, Jul 11, 2007",2.032,1.3757
"Thursday, Jul 12, 2007",2.0288,1.3776
"Friday, Jul 13, 2007",2.0344,1.3788
"Monday, Jul 16, 2007",2.0374,1.3785
"Tuesday, Jul 17, 2007",2.0455,1.3782
"Wednesday, Jul 18, 2007",2.0534,1.3808
"Thursday, Jul 19, 2007",2.049,1.3811
"Friday, Jul 20, 2007",2.0566,1.3831
"Monday, Jul 23, 2007",2.0585,1.3817
"Tuesday, Jul 24, 2007",2.0626,1.3824
"Wednesday, Jul 25, 2007",2.0511,1.3711
"Thursday, Jul 26, 2007",2.0488,1.373
"Friday, Jul 27, 2007",2.029,1.3647
"Monday, Jul 30, 2007",2.0238,1.3681
"Tuesday, Jul 31, 2007",2.0364,1.3711
"Wednesday, Aug 01, 2007",2.0309,1.3682
"Thursday, Aug 02, 2007",2.0346,1.3693
"Friday, Aug 03, 2007",2.0426,1.3785
"Monday, Aug 06, 2007",2.0293,1.3789
"Tuesday, Aug 07, 2007",2.0202,1.3747
"Wednesday, Aug 08, 2007",2.0368,1.3808
